year,season,fishery,area,obs,pred
2021,4,34,2,2.63135783491685,2.05299561061515
1952,1,35,3,3.04347513789662,2.09363125300459
1952,2,35,3,2.02911553283732,2.06493758340048
1952,3,35,3,1.77393456919045,1.98774334939826
1952,4,35,3,1.9061776375051,2.00972922687729
1953,1,35,3,2.06163632497805,2.21444099680407
1953,2,35,3,2.27800486347826,2.16084640692759
1953,3,35,3,2.59373779644307,2.06865781825751
1953,4,35,3,2.66259177519955,2.071763133389
1954,1,35,3,2.27663847051906,2.27322607275143
1954,2,35,3,2.05402236508768,2.20692468239016
1954,3,35,3,1.76332282883159,2.09719345314692
1954,4,35,3,1.73550771202429,2.07383593274934
1955,1,35,3,2.20979555013699,2.24903222170515
1955,2,35,3,1.93924747822257,2.1554510379316
1955,3,35,3,2.17146053770484,2.05422777759465
1955,4,35,3,1.98099649815688,2.05792871744093
1956,1,35,3,2.58726155063227,2.27641081805482
1956,2,35,3,2.10833808563698,2.25894976607797
1956,3,35,3,2.52893938644387,2.26891104378882
1956,4,35,3,3.01319205429427,2.39360356934372
1957,1,35,3,2.91829633765274,2.73737655483049
1957,2,35,3,3.3334239868129,2.74834798929016
1957,3,35,3,2.7731947639643,2.70040024253487
1957,4,35,3,3.72102809602082,2.70148061869272
1958,1,35,3,3.08329860638887,2.87772485199067
1958,2,35,3,2.82921701435156,2.73190727282593
1958,3,35,3,2.87197515390135,2.54288687349944
1958,4,35,3,2.86051019848318,2.44195756893729
1959,1,35,3,2.47094334801644,2.52111181335276
1959,2,35,3,2.29056840830508,2.3115077101456
1959,3,35,3,1.83877575567389,2.10981443896031
1959,4,35,3,1.67313648555319,2.00872461343814
1960,1,35,3,1.61801485551466,2.15135956908579
1960,2,35,3,2.14813494880199,2.03704453491944
1960,3,35,3,1.79104634616592,1.95795390117859
1960,4,35,3,1.80326696433153,1.96855545066682
1961,1,35,3,1.938278096849,2.1906537165638
1961,2,35,3,1.94235275774889,2.06679686377621
1961,3,35,3,1.60303707200392,1.9295754410744
1961,4,35,3,1.71309212874453,1.87105042919636
1962,1,35,3,1.42875009125872,2.05772293485848
1962,2,35,3,1.65053586194011,1.91803265142525
1962,3,35,3,1.4203452842818,1.8135749358382
1962,4,35,3,1.42832153051867,1.79104634616592
1963,1,35,3,1.56017812900122,2.00772050218015
1963,2,35,3,1.74107023198803,1.86116009446028
1963,3,35,3,1.50787292681894,1.74298646297704
1963,4,35,3,1.70813135816519,1.69350441449337
1964,1,35,3,1.89382766375817,1.88099332186202
1964,2,35,3,1.61042802870283,1.7506725002961
1964,3,35,3,1.22629815345621,1.64526258891859
1964,4,35,3,1.2383749550333,1.60432001477021
1965,1,35,3,1.77570939102266,1.8009242403784
1965,2,35,3,1.54403635915371,1.66395949474104
1965,3,35,3,1.82686247337413,1.57680397849789
1965,4,35,3,1.67581564668743,1.56674465719945
1966,1,35,3,1.477276219583,1.78657432265907
1966,2,35,3,1.42960759853993,1.65532936315705
1966,3,35,3,1.16218284528887,1.54898518940841
1966,4,35,3,1.31324345891249,1.50923062332486
1967,1,35,3,1.51240333781809,1.67732455967844
1967,2,35,3,1.32670708998237,1.53541392090284
1967,3,35,3,1.40733803276773,1.44137857589849
1967,4,35,3,1.74490480297988,1.42832153051867
1968,1,35,3,1.33616022925464,1.64526258891859
1968,2,35,3,1.44036996395073,1.55939823492649
1968,3,35,3,1.35066896588374,1.5044088043552
1968,4,35,3,1.6084966741129,1.5020036748849
1969,1,35,3,2.11615338594345,1.70284435005146
1969,2,35,3,1.41100187258072,1.54480857037
1969,3,35,3,1.64971080029174,1.41623224974002
1969,4,35,3,1.18483082419158,1.35269648959518
1970,1,35,3,1.04939100429792,1.52287500655988
1970,2,35,3,1.54203041603234,1.37465116396916
1970,3,35,3,0.919348511005661,1.29602255327885
1970,4,35,3,0.951629024769187,1.2991367429395
1971,1,35,3,1.13507644376481,1.55255195555276
1971,2,35,3,1.34756599704426,1.51391649760971
1971,3,35,3,1.25132125865534,1.52683963335837
1971,4,35,3,1.48809979396681,1.60063431891125
1972,1,35,3,1.84984157446687,1.83914354760299
1972,2,35,3,1.92168037770557,1.72616122859656
1972,3,35,3,2.02000502695177,1.60287677631164
1972,4,35,3,2.0055132238534,1.53280593465371
1973,1,35,3,1.52196155561863,1.64246801857525
1973,2,35,3,1.34918404687645,1.48527508867807
1973,3,35,3,1.07525731959391,1.37492612169681
1973,4,35,3,1.00586613879915,1.35540458977185
1974,1,35,3,1.07384965472703,1.53833398053075
1974,2,35,3,1.37561375665208,1.50606456454113
1974,3,35,3,1.66529119494589,1.49376533088651
1974,4,35,3,1.54589031493569,1.53234616184268
1975,1,35,3,1.57901305005706,1.74054798925876
1975,2,35,3,1.80200511915384,1.67950649955966
1975,3,35,3,1.55815121521294,1.61995763877811
1975,4,35,3,1.64131869327303,1.59647807514033
1976,1,35,3,1.38195615626803,1.74962241185396
1976,2,35,3,1.90503427396596,1.60480138297626
1976,3,35,3,1.76226515246893,1.5334191796684
1976,4,35,3,1.99232042071616,1.55830703812548
1977,1,35,3,2.04459556048147,1.82686247337413
1977,2,35,3,2.01697729078117,1.77056729343395
1977,3,35,3,1.9695399745026,1.71703677524519
1977,4,35,3,1.83822420568382,1.68657526086547
1978,1,35,3,1.52135289273708,1.87554634316515
1978,2,35,3,1.10269810580287,1.73134748778143
1978,3,35,3,1.22446008512191,1.63052165930274
1978,4,35,3,1.20033417836994,1.60415959079006
1979,1,35,3,1.39403162695913,1.79588870554399
1979,2,35,3,1.79714626773329,1.70233357336678
1979,3,35,3,1.85465742044734,1.62758936017693
1979,4,35,3,1.62661309946832,1.58931006392346
1980,1,35,3,1.63951423534424,1.74002590317881
1980,2,35,3,1.53741125698718,1.55503802700845
1980,3,35,3,1.05155497789433,1.39794038522247
1980,4,35,3,0.873803287647928,1.30447413776815
1981,1,35,3,1.082009542823,1.40663453963928
1981,2,35,3,1.00344492014501,1.27941123569676
1981,3,35,3,0.769972868861491,1.2043018241735
1981,4,35,3,0.826711083412619,1.18637210587907
1982,1,35,3,1.26200282168495,1.35472705687431
1982,2,35,3,1.0481010468491,1.24657526097905
1982,3,35,3,0.840633083650211,1.16707427805749
1982,4,35,3,1.622227167772,1.14556733113372
1983,1,35,3,0.946267481402068,1.370259310957
1983,2,35,3,1.02982614836489,1.31193087185649
1983,3,35,3,0.966088339686492,1.30800097703058
1983,4,35,3,1.80110434180736,1.33950480881025
1984,1,35,3,1.28325523251609,1.60383879095296
1984,2,35,3,1.02999093373111,1.50365678797278
1984,3,35,3,1.16113735127099,1.42846436981356
1984,4,35,3,1.2790274698938,1.3800227713345
1985,1,35,3,1.45295585186414,1.56784176240151
1985,2,35,3,1.30056657962273,1.41722395937272
1985,3,35,3,1.42361583813081,1.31363749105203
1985,4,35,3,1.39598463802563,1.27749355746146
1986,1,35,3,1.42176633997551,1.47476698346472
1986,2,35,3,1.20225625030284,1.42290420813407
1986,3,35,3,1.1809273267849,1.4004589439387
1986,4,35,3,2.14641712806286,1.39431046116702
1987,1,35,3,1.58962795772456,1.57491294856857
1987,2,35,3,1.72167903877394,1.44947293898692
1987,3,35,3,1.62092990501207,1.34554616330272
1987,4,35,3,1.56173908747938,1.27468616090357
1988,1,35,3,1.18080923995666,1.36533524607233
1988,2,35,3,1.07764704245432,1.27889957354174
1988,3,35,3,1.17515493678873,1.20924959765725
1988,4,35,3,1.08891305340868,1.2199379539087
1989,1,35,3,1.125469182696,1.38389224983608
1989,2,35,3,1.3081317836685,1.4666780300684
1989,3,35,3,1.45586467141781,1.51194968486809
1989,4,35,3,1.67833125639306,1.58169965520952
1990,1,35,3,1.9437128806668,1.75523017120156
1990,2,35,3,1.73100125290851,1.71978623306529
1990,3,35,3,2.16647191758041,1.61187806634773
1990,4,35,3,1.66479168251801,1.53710380548196
1991,1,35,3,1.70642408058808,1.63787554059283
1991,2,35,3,1.20117470644531,1.53741125698718
1991,3,35,3,1.42546774219721,1.43677353644837
1991,4,35,3,1.24408460194634,1.38832779812782
1992,1,35,3,1.60560398430136,1.52959041966338
1992,2,35,3,1.58692788590774,1.38860549145585
1992,3,35,3,1.51255458571414,1.24445788331633
1992,4,35,3,1.42461271808478,1.15893328482975
1993,1,35,3,1.43605532924691,1.29149440322745
1993,2,35,3,1.2947271785209,1.2065921727816
1993,3,35,3,1.39905918499088,1.14202157117471
1993,4,35,3,1.39208134819507,1.12097629772567
1994,1,35,3,1.2198159662128,1.34352935704061
1994,2,35,3,1.51346239077986,1.30030649231641
1994,3,35,3,1.50410795268049,1.23207532048518
1994,4,35,3,1.43361610911175,1.17186910527658
1995,1,35,3,1.51664400132232,1.29874706037193
1995,2,35,3,1.30604044633065,1.2296136323529
1995,3,35,3,1.03426393520669,1.16765796110512
1995,4,35,3,1.03247620543091,1.14545278012825
1996,1,35,3,1.2708678327768,1.35567569779971
1996,2,35,3,1.4481690002023,1.29628178371168
1996,3,35,3,1.08279969816087,1.26011123649599
1996,4,35,3,1.1022681373909,1.25294903411639
1997,1,35,3,1.40649388321826,1.52257046201404
1997,2,35,3,1.18744032139924,1.41156638622495
1997,3,35,3,1.41708224406266,1.37850558089375
1997,4,35,3,1.69944206477074,1.3892999678062
1998,1,35,3,1.65731695070686,1.5799607421663
1998,2,35,3,1.40508809234762,1.43261292898938
1998,3,35,3,1.32511599632152,1.3328240007048
1998,4,35,3,1.21288279351912,1.27736581449297
1999,1,35,3,1.08338456789849,1.36943740196778
1999,2,35,3,1.08660700301257,1.26402364242513
1999,3,35,3,1.28056322412592,1.17081489754647
1999,4,35,3,1.28569573520123,1.11215547310647
2000,1,35,3,1.10249963800646,1.24919581965065
2000,2,35,3,1.24532930879799,1.16067298920909
2000,3,35,3,1.40059899683562,1.07840165946918
2000,4,35,3,1.14373588894836,1.04698017850048
2001,1,35,3,1.28402541668774,1.19398923617385
2001,2,35,3,1.29783825554846,1.14912410000361
2001,3,35,3,1.42176633997551,1.15939695087071
2001,4,35,3,1.25470439122743,1.2020158230963
2002,1,35,3,1.41410949383036,1.45164877986809
2002,2,35,3,1.39333478537057,1.39235979230819
2002,3,35,3,1.56486569121588,1.34810513126273
2002,4,35,3,1.35784651510692,1.30551813462143
2003,1,35,3,1.22054807540332,1.477276219583
2003,2,35,3,0.996419425599329,1.3443357165385
2003,3,35,3,1.2123977374194,1.2673143800005
2003,4,35,3,1.54018108935103,1.22311391955508
2004,1,35,3,1.31468882152099,1.35879734041753
2004,2,35,3,1.30447413776815,1.19997413212607
2004,3,35,3,1.18922281841988,1.07566599501876
2004,4,35,3,1.09468866648904,0.996387540687871
2005,1,35,3,0.89780713990347,1.11773017561431
2005,2,35,3,0.77926820375343,1.0372054197136
2005,3,35,3,0.79755857399864,1.00684632969382
2005,4,35,3,0.939864089321328,1.01487961545854
2006,1,35,3,1.35825393017066,1.17762535518742
2006,2,35,3,1.07527882495535,1.12142477793482
2006,3,35,3,1.17480244318437,1.0469592391063
2006,4,35,3,1.01251769865615,1.01861106667204
2007,1,35,3,0.904475555446088,1.13587127543407
2007,2,35,3,0.891277011749123,1.03109361385887
2007,3,35,3,0.940606875313728,0.952200173511536
2007,4,35,3,0.858988280741123,0.944839695754605
2008,1,35,3,1.11560850450647,1.06379212437087
2008,2,35,3,1.09227207585232,0.993674093331438
2008,3,35,3,1.10550251908874,0.945331140160869
2008,4,35,3,1.17456750619022,0.953820290515781
2009,1,35,3,1.42903586985388,1.07786259341719
2009,2,35,3,1.06194273550937,1.00644769748165
2009,3,35,3,1.16730771625615,0.95596880233884
2009,4,35,3,1.14728697153829,0.968409736263361
2010,1,35,3,0.939629152667304,1.11137723668982
2010,2,35,3,0.856415177483614,1.10417671170935
2010,3,35,3,0.746992600142094,1.12749685157938
2010,4,35,3,0.97965971226431,1.18803419001472
2011,1,35,3,0.832102207627263,1.31153735162591
2011,2,35,3,1.12265902390138,1.22838463332248
2011,3,35,3,1.30944056973614,1.15050387662401
2011,4,35,3,1.48839744368959,1.1038123935103
2012,1,35,3,1.23256824919254,1.15846980421812
2012,2,35,3,1.40494759056359,1.04615339078361
2012,3,35,3,1.15951289636297,0.970921168380964
2012,4,35,3,0.917585055323718,0.976100233093896
2013,1,35,3,1.05314402533984,1.10694060691811
2013,2,35,3,1.01195084747804,1.11026641495657
2013,3,35,3,1.0786389339335,1.15246139663484
2013,4,35,3,1.21215528211825,1.23244499853025
2014,1,35,3,1.94994272431864,1.37217901747335
2014,2,35,3,1.87217339631032,1.32750335309141
2014,3,35,3,1.8009242403784,1.30147729494164
2014,4,35,3,1.82942187199786,1.31626739506151
2015,1,35,3,1.66262885947032,1.43361610911175
2015,2,35,3,1.6287290715815,1.35080403953389
2015,3,35,3,1.26579451484598,1.27941123569676
2015,4,35,3,1.4145337903198,1.23961394938225
2016,1,35,3,0.790966233891378,1.3356258720415
2016,2,35,3,1.0785418607978,1.21215528211825
2016,3,35,3,1.12839920995586,1.12603205799444
2016,4,35,3,1.09174791106553,1.08086322036584
2017,1,35,3,1.19518382260369,1.19148448968219
2017,2,35,3,1.25432803636611,1.07379596358659
2017,3,35,3,1.2785159612144,0.997404374476445
2017,4,35,3,1.16067298920909,0.967161293122535
2018,1,35,3,1.16754120114711,1.08959928477251
2018,2,35,3,1.0445539999417,1.00166338188746
2018,3,35,3,1.13280855951749,0.951571928740598
2018,4,35,3,1.05781980257186,0.961000836081746
2019,1,35,3,1.16474246209461,1.09245777788944
2019,2,35,3,1.07254035698229,1.07458012082257
2019,3,35,3,1.06988375244819,1.05574850629226
2019,4,35,3,1.10982239720005,1.07102914073677
2020,1,35,3,1.12277129541725,1.20562728504992
2020,2,35,3,0.847300386180549,1.14259272473678
2020,3,35,3,0.986255332492666,1.07038671599902
2020,4,35,3,0.806944811731901,1.02363498181708
2021,1,35,3,0.826711083412619,1.09681442381993
2021,2,35,3,0.853764401259391,0.971377608585149
2021,3,35,3,0.893061349515608,0.879853379144644
2021,4,35,3,1.07682834184769,0.845015760770075
1952,1,36,4,7.46331734731919,4.71618400929386
1952,2,36,4,5.29096156672831,5.15516951223468
1952,3,36,4,7.12065702529484,4.9381955934959
1952,4,36,4,5.2383156195126,4.94808186766163
1953,1,36,4,5.3334590224321,4.61356095379639
1953,2,36,4,5.75460267600573,5.07334315650623
1953,3,36,4,5.88849236674554,4.85495581123743
1953,4,36,4,5.00781654130105,4.88905972636149
1954,1,36,4,4.39734082380486,4.5905507225435
1954,2,36,4,3.27068682146595,5.07334315650623
1954,3,36,4,4.98283995210208,4.83557477590452
1954,4,36,4,3.5537379741905,4.82591329105806
1955,1,36,4,4.14955043724514,4.46379811981236
1955,2,36,4,4.00282355160717,4.88417311035035
1955,3,36,4,3.90009144384319,4.63205215535977
1955,4,36,4,3.82286445903012,4.63668652431341
1956,1,36,4,3.8884087023859,4.37978659237813
1956,2,36,4,4.50866003674647,4.97785960273969
1956,3,36,4,6.50128597733347,4.93325986617737
1956,4,36,4,4.22914565565259,5.18619350822413
1957,1,36,4,5.30685828458275,5.03291832617437
1957,2,36,4,6.46239505092142,5.7144611166427
1957,3,36,4,5.06320661011845,5.49588703132045
1957,4,36,4,5.18619350822413,5.53449320450409
1958,1,36,4,8.05264009681623,5.08349999627339
1958,2,36,4,5.5957086977113,5.528961477624
1958,3,36,4,5.7488509496722,5.15516951223468
1958,4,36,4,5.16549016847517,5.10387471853673
1959,1,36,4,5.2383156195126,4.65992801223504
1959,2,36,4,4.52673079431425,5.02286254865147
1959,3,36,4,5.02788792346875,4.72090255218139
1959,4,36,4,5.17583148668322,4.72562581597186
1960,1,36,4,5.19657627454597,4.45042679247243
1960,2,36,4,5.58452846427605,4.95303242439511
1960,3,36,4,5.4032466263096,4.83557477590452
1960,4,36,4,6.20900091655554,4.9381955934959
1961,1,36,4,5.11920933311324,4.65061746985646
1961,2,36,4,5.70304361571617,5.06320661011845
1961,3,36,4,5.85326719373954,4.82591329105806
1961,4,36,4,4.98782528430484,4.84041276927395
1962,1,36,4,4.95798793416143,4.53579331540313
1962,2,36,4,5.59011578593555,4.96791383261958
1962,3,36,4,5.70304361571617,4.81627110987119
1962,4,36,4,5.28567324976076,4.84525560305654
1963,1,36,4,5.28567324976076,4.51317095186486
1963,2,36,4,5.45209533540899,4.85010328209514
1963,3,36,4,5.37629782133381,4.60894969885433
1963,4,36,4,5.16032726019108,4.58137879608218
1964,1,36,4,5.53449320450409,4.25034433646899
1964,2,36,4,4.46379811981236,4.62742241845867
1964,3,36,4,3.98285938585551,4.49965172798451
1964,4,36,4,4.41496541277858,4.55397282344148
1965,1,36,4,4.11237203706461,4.28448346560212
1965,2,36,4,4.37978659237813,4.66459027098813
1965,3,36,4,5.18100990694851,4.53579331540313
1965,4,36,4,4.81627110987119,4.56308988310901
1966,1,36,4,4.86467543924804,4.23761241089689
1966,2,36,4,4.67860505346372,4.53579331540313
1966,3,36,4,4.15785784275601,4.30595952834521
1966,4,36,4,4.14125962994156,4.24609611659648
1967,1,36,4,5.15516951223468,3.89619330179521
1967,2,36,4,4.65061746985646,4.13712044025139
1967,3,36,4,4.16201778022083,3.94717447435738
1967,4,36,4,3.36356021228961,3.97887851723571
1968,1,36,4,4.30595952834521,3.78861304147461
1968,2,36,4,4.64132552995396,4.20384675431933
1968,3,36,4,3.75842505011071,4.16201778022083
1968,4,36,4,3.75466850364688,4.28020112366435
1969,1,36,4,4.89395123143276,4.04709767190669
1969,2,36,4,5.39245093234951,4.35794231561703
1969,3,36,4,5.20177544997497,4.17869919192325
1969,4,36,4,4.9928156043333,4.16201778022083
1970,1,36,4,3.82668923555868,3.85742553069697
1970,2,36,4,3.42465247701108,4.12060501136872
1970,3,36,4,3.4418186189883,3.99482590481663
1970,4,36,4,3.10806392443059,4.0349745726322
1971,1,36,4,5.5957086977113,3.81904350536634
1971,2,36,4,3.8612848855835,4.19544746290187
1971,3,36,4,3.68768909370502,4.13298538768201
1971,4,36,4,3.06179088100613,4.21226286112941
1972,1,36,4,3.99083307565913,3.93141731179462
1972,2,36,4,4.61817682229978,4.22069581699655
1972,3,36,4,4.15370206314937,3.93141731179462
1972,4,36,4,3.79240354945419,3.80379784299715
1973,1,36,4,4.27164927611518,3.40757195152415
1973,2,36,4,4.17035014536897,3.6002381642143
1973,3,36,4,3.51486107144747,3.3905766155135
1973,4,36,4,3.39736455442078,3.36356021228961
1974,1,36,4,2.66126081208046,3.13302815962437
1974,2,36,4,3.64370127931938,3.47640947118253
1974,3,36,4,3.69507185218999,3.41439391511681
1974,4,36,4,3.32343870027124,3.53601363210047
1975,1,36,4,3.7061737122102,3.39396888798255
1975,2,36,4,5.73163024080202,3.82668923555868
1975,3,36,4,4.51317095186486,3.73594201636036
1975,4,36,4,3.98285938585551,3.77726423407289
1976,1,36,4,4.2545968066862,3.50783837434258
1976,2,36,4,4.82591329105806,3.8114130513531
1976,3,36,4,3.27395914417608,3.6840032478414
1976,4,36,4,3.13302815962437,3.79619784983765
1977,1,36,4,3.7024693909673,3.63642115930746
1977,2,36,4,4.17035014536897,4.07960430645159
1977,3,36,4,3.34343927419294,3.97887851723571
1977,4,36,4,4.27164927611518,3.99083307565913
1978,1,36,4,4.88905972636149,3.64734680305677
1978,2,36,4,3.47988761943799,3.9118092861498
1978,3,36,4,3.65464879622205,3.65830527295193
1978,4,36,4,3.69507185218999,3.58586597509859
1979,1,36,4,3.63278655575281,3.29695725767367
1979,2,36,4,4.32754324030077,3.65099597414127
1979,3,36,4,4.54487397967132,3.5113479672209
1979,4,36,4,4.64132552995396,3.53601363210047
1980,1,36,4,3.43837852070512,3.25437420288967
1980,2,36,4,3.40757195152415,3.48336924758137
1980,3,36,4,2.52742247793006,3.21555509294288
1980,4,36,4,2.52590647928838,3.11428627255346
1981,1,36,4,2.71257942623725,2.83771740961221
1981,2,36,4,2.95648185814754,3.08947137431198
1981,3,36,4,2.41427732979088,3.01620675344692
1981,4,36,4,2.7787467035812,3.12676836518616
1982,1,36,4,2.80667357223677,3.05567341874553
1982,2,36,4,3.20913040958191,3.47293479933683
1982,3,36,4,2.89793959501171,3.49383504617265
1982,4,36,4,4.54942112684564,3.57870141010158
1983,1,36,4,4.04709767190669,3.38042012801557
1983,2,36,4,4.89395123143276,3.7061737122102
1983,3,36,4,3.00717169255421,3.66929666761924
1983,4,36,4,2.82074208206314,3.78104338756878
1984,1,36,4,3.00116335950493,3.61828443311124
1984,2,36,4,2.80106583469908,4.01886691114153
1984,3,36,4,3.26741776944292,3.94322927281256
1984,4,36,4,2.87484856552161,3.93928801449735
1985,1,36,4,3.50082970859587,3.59663972556928
1985,2,36,4,3.29366194834527,3.76218535499991
1985,3,36,4,3.04652013527946,3.47988761943799
1985,4,36,4,3.61466795721745,3.34009750608129
1986,1,36,4,2.79546930142846,3.02526896022077
1986,2,36,4,2.63267384280886,3.29695725767367
1986,3,36,4,3.29366194834527,3.21234114509169
1986,4,36,4,2.75660541320083,3.29366194834527
1987,1,36,4,3.78861304147461,3.09875370496916
1987,2,36,4,3.65464879622205,3.40757195152415
1987,3,36,4,3.5113479672209,3.23814294383796
1987,4,36,4,3.17719902848597,3.14873252862758
1988,1,36,4,2.7787467035812,2.81510623562406
1988,2,36,4,2.40151550864231,2.96833146900237
1988,3,36,4,1.94021734440803,2.74285678634492
1988,4,36,4,2.11636501186317,2.67326347146396
1989,1,36,4,1.92379538916408,2.46723971141629
1989,2,36,4,2.01516282785026,2.83771740961221
1989,3,36,4,2.46748644772405,2.85765111806316
1989,4,36,4,2.13934562593615,3.06179088100613
1990,1,36,4,2.37524359846114,2.99516703111309
1990,2,36,4,3.1393004861794,3.45907080661025
1990,3,36,4,3.33675907806742,3.37029406432161
1990,4,36,4,2.98022857322402,3.44526215909037
1991,1,36,4,2.67727637559683,3.25112145533162
1991,2,36,4,3.2478719588953,3.61105509599192
1991,3,36,4,2.99816369622704,3.52542148736538
1991,4,36,4,3.05261927265434,3.59304488356428
1992,1,36,4,4.01886691114153,3.34009750608129
1992,2,36,4,3.76594942207478,3.6002381642143
1992,3,36,4,3.81522637074637,3.4418186189883
1992,4,36,4,3.11740211648833,3.39736455442078
1993,1,36,4,2.6604625535816,3.10185400856757
1993,2,36,4,3.75466850364688,3.28379576916863
1993,3,36,4,3.61828443311124,3.08638344715858
1993,4,36,4,3.12989669745678,3.00416602394643
1994,1,36,4,2.76765391713015,2.73464054650782
1994,2,36,4,3.60744584582178,2.94762570344727
1994,3,36,4,4.36666692194639,2.74834798929016
1994,4,36,4,3.95507672292058,2.66152695146842
1995,1,36,4,2.96833146900237,2.41234668028981
1995,2,36,4,2.76212414091537,2.63899984820159
1995,3,36,4,2.51758472635106,2.5530787912397
1995,4,36,4,2.99816369622704,2.66072861313971
1996,1,36,4,2.32077225772862,2.63267384280886
1996,2,36,4,3.42122953628967,3.1393004861794
1996,3,36,4,2.25533833636645,3.29695725767367
1996,4,36,4,2.350669074062,3.54663760098212
1997,1,36,4,2.68397794000093,3.45907080661025
1997,2,36,4,3.83818654059994,3.79999594641927
1997,3,36,4,4.50415363028848,3.64734680305677
1997,4,36,4,4.9928156043333,3.58586597509859
1998,1,36,4,6.53387380890779,3.18993327611618
1998,2,36,4,4.54487397967132,3.32011692273655
1998,3,36,4,3.77348885784155,3.04956817918268
1998,4,36,4,2.65647485127565,2.93879607739822
1999,1,36,4,2.25308412532346,2.65966453452437
1999,2,36,4,2.35938265982895,2.88348606098324
1999,3,36,4,2.06019368453363,2.75385018563101
1999,4,36,4,1.86134621977584,2.73190727282593
2000,1,36,4,1.99391491476532,2.49378091856193
2000,2,36,4,2.57976936106109,2.65806921444754
2000,3,36,4,2.7101392030188,2.43488615049999
2000,4,36,4,2.07840339416673,2.34550328654886
2001,1,36,4,1.96560483100881,2.10454649054215
2001,2,36,4,2.28690642921629,2.24835761323496
2001,3,36,4,2.29286012237945,2.11086960995055
2001,4,36,4,1.93614716317086,2.20383714961205
2002,1,36,4,2.30112929439894,2.16625528122065
2002,2,36,4,3.21555509294288,2.55691128307684
2002,3,36,4,3.3905766155135,2.53882150766179
2002,4,36,4,3.5537379741905,2.64719344123852
2003,1,36,4,2.95057480345496,2.52893938644387
2003,2,36,4,2.39504016242015,2.87484856552161
2003,3,36,4,2.298599443848,2.85765111806316
2003,4,36,4,2.45567089279266,2.98321029240836
2004,1,36,4,2.66019652062811,2.86051019848318
2004,2,36,4,3.68768909370502,3.12676836518616
2004,3,36,4,3.76594942207478,2.95057480345496
2004,4,36,4,3.39736455442078,2.87484856552161
2005,1,36,4,2.82356423498648,2.63030550226344
2005,2,36,4,2.72100146988158,2.82921701435156
2005,3,36,4,2.46575981160379,2.79267522939589
2005,4,36,4,2.73737655483049,2.9299929005337
2006,1,36,4,2.02830404893178,2.89214950783889
2006,2,36,4,2.05463866423746,3.30686298060179
2006,3,36,4,2.81229253647249,3.31679846531906
2006,4,36,4,3.61105509599192,3.33009222898265
2007,1,36,4,3.15819290968977,3.04956817918268
2007,2,36,4,2.60231126962166,3.18674493727518
2007,3,36,4,2.68370955562637,2.99217336116642
2007,4,36,4,2.3619794087048,2.90955456785081
2008,1,36,4,1.92071977768673,2.65913265480721
2008,2,36,4,2.08777728487615,2.82921701435156
2008,3,36,4,2.15178988402966,2.70040024253487
2008,4,36,4,3.07099004549651,2.63241058858751
2009,1,36,4,2.72100146988158,2.36694477727531
2009,2,36,4,2.36694477727531,2.49353155293856
2009,3,36,4,2.60335240234217,2.32170075231825
2009,4,36,4,2.71257942623725,2.23624920425117
2010,1,36,4,2.59997024309895,1.99551068492008
2010,2,36,4,1.97862072810621,2.1895586634916
2010,3,36,4,2.13934562593615,2.16127861942878
2010,4,36,4,1.82375944549041,2.30896644961398
2011,1,36,4,2.15609777024798,2.25533833636645
2011,2,36,4,1.92283373190385,2.56870016862804
2011,3,36,4,2.25985352672448,2.50127349456218
2011,4,36,4,2.13037921694671,2.50778526728429
2012,1,36,4,1.94994272431864,2.24655964642699
2012,2,36,4,2.49253433977331,2.32030814968943
2012,3,36,4,2.24948207313313,2.08903032712215
2012,4,36,4,2.03480501789121,2.0027074698261
2013,1,36,4,1.47388238867962,1.79552956371826
2013,2,36,4,1.54650879474938,1.99052813898528
2013,3,36,4,1.66662396093716,1.92745407505443
2013,4,36,4,2.6509021075169,2.01657393565987
2014,1,36,4,2.85765111806316,1.90732168726821
2014,2,36,4,2.60882518679952,2.18693276894725
2014,3,36,4,3.00717169255421,2.10181235767587
2014,4,36,4,3.61105509599192,2.18321814156791
2015,1,36,4,3.36356021228961,2.06969240579197
2015,2,36,4,2.66979048688014,2.40175567220115
2015,3,36,4,3.40076361822385,2.35537511668406
2015,4,36,4,4.28020112366435,2.42080468654756
2016,1,36,4,3.05873062051039,2.25849802130074
2016,2,36,4,1.74507930218499,2.52641171110573
2016,3,36,4,1.9037012165987,2.47911093016336
2016,4,36,4,2.63847210100843,2.54848738292263
2017,1,36,4,1.9911253870097,2.43147969496455
2017,2,36,4,1.79678687442027,2.74560101501692
2017,3,36,4,2.00993020984896,2.74285678634492
2017,4,36,4,2.1227236400721,2.80106583469908
2018,1,36,4,1.73880831125347,2.59555404851465
2018,2,36,4,1.69859255613321,2.75936339737628
2018,3,36,4,2.02546641007396,2.62032930812838
2018,4,36,4,2.37714455362058,2.55588872308924
2019,1,36,4,2.53907540250709,2.30735073866405
2019,2,36,4,2.53628395514185,2.49952321578503
2019,3,36,4,2.15847078271283,2.39168945223717
2019,4,36,4,2.09740318297855,2.39695696116736
2020,1,36,4,2.26845730695526,2.21045858825277
2020,2,36,4,2.10118190854066,2.42759243808739
2020,3,36,4,1.8286902495833,2.32867631268408
2020,4,36,4,2.37690685105055,2.33847732090715
2021,1,36,4,1.48290054867475,2.15911842108854
2021,2,36,4,1.98297848548353,2.39288559597431
